iid,gender,pid,match,int_corr,samerace,dec_o,age,income,career,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga,attr1_1,sinc1_1,intel1_1,fun1_1,amb1_1,shar1_1,attr3_1,sinc3_1,fun3_1,intel3_1,amb3_1
303,0,321,0,0.51,1,0,33,"16,908.00",Educator,7,1,9,9,9,7,7,1,1,10,2,9,9,8,9,5,1,20,25,25,10,15,5,8,10,9,8,6
304,0,308,0,0.11,0,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,309,0,0.36,1,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,310,0,0.07,1,1,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,311,0,0.31,0,1,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,312,0,0.13,1,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,313,0,0.25,1,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,314,0,0.63,0,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,315,0,0.51,1,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,316,0,0.41,1,1,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,317,1,0.61,1,1,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,318,0,0.31,0,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,319,0,-0.27,1,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,320,0,0.49,1,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
304,0,321,0,0.55,1,0,28,"39,729.00",Speech Pathologist,10,1,8,7,7,8,2,1,4,8,1,8,9,7,7,8,9,5,20,25,25,15,10,6,10,10,8,8
305,0,308,0,0.19,1,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,309,1,0.46,0,1,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,310,0,0.19,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,311,0,0.03,1,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,312,0,0.1,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,313,0,0.23,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,314,0,0.59,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,315,1,0.53,0,1,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,316,0,0.38,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,317,0,0.46,0,1,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,318,0,0.35,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,319,0,-0.26,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,320,0,0.45,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
305,0,321,0,0.47,0,0,29,,teaching/education,8,2,7,10,7,7,8,2,7,8,7,8,9,7,7,9,8,10,47,16,12,3,12,7,9,8,9,5
306,0,308,0,0.39,1,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,309,0,-0.22,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,310,0,0.1,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,311,0,0,1,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,312,0,-0.21,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,313,0,-0.18,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,314,0,0.34,0,1,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,315,1,-0.21,0,1,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,316,0,-0.39,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,317,0,-0.1,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,318,0,0.33,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,319,0,-0.37,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,320,0,0.2,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
306,0,321,0,-0.08,0,0,22,,professor in college,6,6,9,8,5,5,7,4,5,6,9,9,9,5,5,9,5,16,20,19,16,18,11,6,9,8,8,8
307,0,308,0,0.4,1,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,309,0,0.34,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,310,0,-0.21,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,311,0,0.28,1,0,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,312,1,0.43,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,313,0,0.36,0,0,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,314,0,0.48,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,315,0,0.39,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,316,1,0.33,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,317,1,0.31,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,318,0,0.18,0,0,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,319,0,-0.01,0,1,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,320,0,0.48,0,0,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
307,0,321,0,0.4,0,0,27,"57,316.00",Teacher,10,8,10,9,8,9,10,1,5,10,7,10,10,8,10,9,3,10,20,20,15,20,15,5,8,7,8,8
308,1,294,0,0.03,1,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,295,0,0.44,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,296,0,0.01,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,297,1,0.38,0,1,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,298,0,0.31,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,299,0,0.03,1,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,300,0,0.24,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,301,0,0.31,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,302,0,-0.23,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,303,0,0.43,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,304,0,0.11,0,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,305,0,0.19,1,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,306,0,0.39,1,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
308,1,307,0,0.4,1,0,27,,Academia; Research; Teaching,7,7,7,8,8,8,8,7,3,7,9,8,9,7,8,7,7,17,19,18,17,11,18,7,10,8,8,7
309,1,294,0,0.46,0,0,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,295,0,0.21,1,1,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,296,0,0.53,1,0,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,297,0,0.53,1,1,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,298,0,0.65,1,1,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,299,0,0.76,0,0,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,300,0,0.73,1,1,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,301,1,0.65,1,1,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,302,0,-0.3,1,0,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,303,0,0.59,1,0,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,304,0,0.36,1,0,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,305,1,0.46,0,1,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,306,0,-0.22,0,1,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
309,1,307,0,0.34,0,0,32,"30,587.00",curriculum developer,6,4,4,9,8,10,8,5,7,9,6,8,9,8,10,4,4,20,20,20,20,10,10,7,8,9,9,7
310,1,294,0,0.21,0,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,295,0,0.16,1,1,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,296,0,0.55,1,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,297,1,0.57,1,1,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,298,0,0.5,1,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,299,0,0.3,0,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,300,0,0.07,1,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,301,0,0.31,1,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,302,0,-0.62,1,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,303,0,0.17,1,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,304,0,0.07,1,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,305,0,0.19,0,1,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,306,0,0.1,0,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
310,1,307,0,-0.21,0,0,25,"55,080.00",?,2,2,3,7,6,6,3,8,5,9,8,7,9,5,6,5,3,24,15,20,20,8,13,7,6,8,7,4
311,1,294,0,-0.03,1,0,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,295,0,0.19,0,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,296,0,-0.34,0,0,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,297,0,-0.06,0,0,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,298,0,0,0,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,299,0,-0.17,1,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,300,0,0.22,0,0,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,301,1,0.17,0,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,302,0,0.24,0,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,303,0,0.43,0,0,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,304,0,0.31,0,0,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,305,0,0.03,1,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,306,0,0,1,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
311,1,307,0,0.28,1,1,29,"57,513.00",Entrepreneur,10,8,9,10,7,6,8,9,1,7,4,6,8,10,10,9,8,50,20,10,10,5,5,9,9,10,9,3
312,1,294,0,0.17,0,0,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,295,0,0.33,1,0,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,296,0,-0.06,1,0,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,297,0,0.14,1,0,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,298,0,0.24,1,1,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,299,0,0.4,0,1,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,300,0,0.54,1,1,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,301,0,0.36,1,0,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,302,0,-0.13,1,1,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,303,0,0.55,1,0,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,304,0,0.13,1,0,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,305,0,0.1,0,1,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,306,0,-0.21,0,1,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
312,1,307,1,0.43,0,1,23,"33,772.00",Museum Work (Curation?),7,7,5,7,9,8,10,5,3,8,5,6,9,7,8,2,1,25,5,30,15,5,20,8,7,7,9,9
313,1,294,0,0.26,0,0,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,295,0,0.17,1,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,296,0,0.08,1,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,297,0,-0.15,1,0,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,298,0,-0.02,1,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,299,0,0.25,0,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,300,0,0.24,1,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,301,0,0.26,1,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,302,0,0.58,1,0,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,303,1,0.19,1,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,304,0,0.25,1,0,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,305,0,0.23,0,0,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,306,0,-0.18,0,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
313,1,307,0,0.36,0,1,27,,Music Industry,9,8,6,8,6,3,6,1,9,6,3,2,7,8,10,5,1,19,13,18,18,10,22,7,8,8,8,6
314,1,294,0,0.27,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,295,0,0.42,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,296,0,0.12,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,297,0,0.5,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,298,0,0.34,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,299,0,0.26,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,300,0,0.32,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,301,0,0.48,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,302,0,0.16,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,303,0,0.51,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,304,0,0.63,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,305,0,0.59,0,1,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,306,0,0.34,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
314,1,307,0,0.48,0,0,32,,academic or consulting,9,2,7,8,6,4,2,2,2,6,7,3,7,6,8,8,8,20,10,30,20,10,10,8,8,8,9,7
315,1,294,0,0.5,0,0,27,,Academia or UN,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7
315,1,295,0,0.14,1,0,27,,Academia or UN,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7
315,1,296,0,0.27,1,1,27,,Academia or UN,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7
315,1,297,0,0.34,1,0,27,,Academia or UN,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7
315,1,298,0,0.47,1,0,27,,Academia or UN,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7
315,1,299,0,0.76,0,0,27,,Academia or UN,8,2,2,8,8,8,8,2,8,7,1,8,9,7,7,2,2,6.67,19.05,42.86,9.52,14.29,7.62,6,10,6,8,7
